uuid,datetime_recorded,med_start_time,med_prob,msc_start_time,msc_end_time,med_stop_time,ae aegypti,an arabiensis,an coustani,an funestus ss,an squamosus,culex pipiens complex,ma africanus,ma uniformis
b6ad50e1ebacb386,2021-03-19 19:44:17.956,80.64,0.7978,80.64,82.56,82.56,0.0003665345720946789,0.03183668106794357,0.0006694167968817055,0.6702757477760315,0.0017406813567504287,0.2734532952308655,0.0177071001380682,0.003950606565922499
b6ad50e1ebacb386,2021-03-19 19:44:17.956,82.56,0.7978,82.56,84.48,84.48,0.0010450832778587937,0.028012119233608246,0.0009866880718618631,0.3920224606990814,0.0026934053748846054,0.5498200058937073,0.020086374133825302,0.005333822686225176
b6ad50e1ebacb386,2021-03-19 19:44:17.956,84.48,0.7978,84.48,86.4,86.4,0.0004461384378373623,0.14931003749370575,0.0008369337301701307,0.7657431960105896,0.001080282381735742,0.07173199951648712,0.00657255295664072,0.004278969019651413
b6ad50e1ebacb386,2021-03-19 19:44:17.956,86.4,0.7978,86.4,88.32000000000001,88.32000000000001,0.00031541308271698654,0.03146711364388466,0.0013303806772455573,0.86249178647995,0.0003026994236279279,0.057742007076740265,0.016899527981877327,0.02945108152925968
b6ad50e1ebacb386,2021-03-19 19:44:17.956,88.32,0.7978,88.32,90.24,90.24,0.00034331606002524495,0.48802176117897034,0.0009141789632849395,0.07402750104665756,0.0012825970770791173,0.4230741858482361,0.002149769803509116,0.010186741128563881
b6ad50e1ebacb386,2021-03-19 19:44:17.956,90.24,0.7978,90.24,92.16,92.16,0.00017012817261274904,0.13265658915042877,0.0004226749297231436,0.6387349963188171,0.0011052617337554693,0.21401160955429077,0.006408579647541046,0.006490216124802828
b6ad50e1ebacb386,2021-03-19 19:44:17.956,92.16,0.7978,92.16,94.08,94.08,0.0006559433531947434,0.5381287932395935,0.0018700705841183662,0.3540416359901428,0.0016018834430724382,0.06762190163135529,0.02703191339969635,0.009047828614711761
b6ad50e1ebacb386,2021-03-19 19:44:17.956,94.08,0.7978,94.08,96.0,96.0,0.0007876881863921881,0.14591477811336517,0.0019107849802821875,0.06389176100492477,0.006116115488111973,0.7145600318908691,0.03137028589844704,0.03544855862855911
b6ad50e1ebacb386,2021-03-19 19:44:17.956,96.0,0.7978,96.0,97.92,97.92,0.00034852707176469266,0.6232320666313171,0.0025854299310594797,0.024575812742114067,0.0013472652062773705,0.2908342778682709,0.005948362406343222,0.05112817883491516
b6ad50e1ebacb386,2021-03-19 19:44:17.956,97.92,0.7978,97.92,99.84,99.84,0.00034520626650191844,0.04262057691812515,0.0002395567571511492,0.3705652356147766,0.0006807835306972265,0.5768632292747498,0.004039770923554897,0.004645572509616613
b6ad50e1ebacb386,2021-03-19 19:44:17.956,99.84,0.7978,99.84,101.76,101.76,6.22418083366938e-05,0.07451551407575607,0.0004357559373602271,0.6882527470588684,0.001477232319302857,0.23232758045196533,0.0008310367120429873,0.0020979351829737425
b6ad50e1ebacb386,2021-03-19 19:44:17.956,101.76,0.7978,101.76,103.68,103.68,0.00027206377126276493,0.15374960005283356,0.0010897526517510414,0.04527096450328827,0.006771344691514969,0.7482640147209167,0.004545664880424738,0.04003669694066048
b6ad50e1ebacb386,2021-03-19 19:44:17.956,103.68,0.7978,103.68,105.60000000000001,105.60000000000001,0.00048648094525560737,0.21695998311042786,0.0017146763857454062,0.23304027318954468,0.018604187294840813,0.43694940209388733,0.02349625714123249,0.06874871999025345
b6ad50e1ebacb386,2021-03-19 19:44:17.956,105.6,0.7978,105.6,107.52,107.52,0.00025825874763540924,0.2727898061275482,0.0005157014238648117,0.5676233768463135,0.0005564064485952258,0.1473846137523651,0.003910589963197708,0.006961225997656584
b6ad50e1ebacb386,2021-03-19 19:44:17.956,107.52,0.7978,107.52,109.44,109.44,0.00043433188693597913,0.04329811409115791,0.0005276851006783545,0.7532370090484619,0.005577061790972948,0.1576704978942871,0.002436712384223938,0.03681858628988266
b6ad50e1ebacb386,2021-03-19 19:44:17.956,109.44,0.7978,109.44,111.36,111.36,0.0017348239198327065,0.6044142842292786,0.0035529749002307653,0.19730915129184723,0.002593716373667121,0.0980750173330307,0.04449441283941269,0.047825638204813004
b6ad50e1ebacb386,2021-03-19 19:44:17.956,111.36,0.7978,111.36,113.28,113.28,0.0003669175785034895,0.012423770502209663,0.0006038818974047899,0.8695390224456787,0.001894260523840785,0.09988346695899963,0.010089874267578125,0.005198730155825615
b6ad50e1ebacb386,2021-03-19 19:44:17.956,113.28,0.7978,113.28,115.2,115.2,0.0005867090658284724,0.1440921276807785,0.0007865686202421784,0.5643620491027832,0.004539276007562876,0.2562211751937866,0.016611892729997635,0.012800237163901329
b6ad50e1ebacb386,2021-03-19 19:44:17.956,115.2,0.7978,115.2,117.12,117.12,0.00032847331021912396,0.2017400711774826,0.0006560281617566943,0.19840915501117706,0.006089917849749327,0.557371199131012,0.005984309129416943,0.029420828446745872
b6ad50e1ebacb386,2021-03-19 19:44:17.956,117.12,0.7978,117.12,119.04,119.04,0.0007315673283301294,0.587894856929779,0.0020941453985869884,0.07231633365154266,0.002505738753825426,0.31728336215019226,0.005701893474906683,0.011472196318209171
b6ad50e1ebacb386,2021-03-19 19:44:17.956,119.04,0.7978,119.04,120.96000000000001,120.96000000000001,0.0004424918151926249,0.7050687074661255,0.00034645339474081993,0.20117154717445374,0.0012657820479944348,0.07562937587499619,0.00939270295202732,0.006682876497507095
b6ad50e1ebacb386,2021-03-19 19:44:17.956,120.96,0.7978,120.96,122.88,122.88,1.6773801689851098e-05,0.9763106107711792,7.221098348964006e-05,0.01754947379231453,0.000616776873357594,0.0036769085563719273,0.00022228469606488943,0.0015349474269896746
b6ad50e1ebacb386,2021-03-19 19:44:17.956,122.88,0.7978,122.88,124.8,124.8,0.00030046957544982433,0.09884946793317795,0.0019316633697599173,0.8007317185401917,0.00529461819678545,0.07714501768350601,0.007240850944072008,0.00850624404847622
b6ad50e1ebacb386,2021-03-19 19:44:17.956,124.8,0.7978,124.8,126.72,126.72,0.00012090926611563191,0.13682977855205536,0.001426091999746859,0.4622475504875183,0.0035542731638997793,0.37420400977134705,0.0030262330546975136,0.0185911376029253
b6ad50e1ebacb386,2021-03-19 19:44:17.956,126.72,0.7978,126.72,128.64,128.64,0.0002200160379288718,0.6040531396865845,0.0009260265505872667,0.36279740929603577,0.00280665117315948,0.0259463582187891,0.00048551728832535446,0.0027648855466395617
b6ad50e1ebacb386,2021-03-19 19:44:17.956,128.64,0.7978,128.64,130.55999999999997,130.55999999999997,0.00036792460014112294,0.7821675539016724,0.0012080302694812417,0.055521801114082336,0.0007003475329838693,0.14838886260986328,0.0024841567501425743,0.00916132889688015
b6ad50e1ebacb386,2021-03-19 19:44:17.956,136.32000000000005,0.7739,130.56,132.48,138.24000000000004,0.0002942547725979239,0.1617426723241806,0.0005912556080147624,0.500708281993866,0.00223451666533947,0.30204397439956665,0.01662156730890274,0.015763435512781143
b6ad50e1ebacb386,2021-03-19 19:44:17.956,138.24,0.7739,132.48,134.39999999999998,140.16,0.0003981795161962509,0.07415499538183212,0.0021193167194724083,0.49460268020629883,0.0022969639394432306,0.3282816708087921,0.0043614995665848255,0.09378469735383987
b6ad50e1ebacb386,2021-03-19 19:44:17.956,140.16000000000003,0.7739,134.4,136.32,142.08,0.002115995157510042,0.31643542647361755,0.007719436660408974,0.05656403675675392,0.007226137910038233,0.5583354234695435,0.015997521579265594,0.0356060266494751
b6ad50e1ebacb386,2021-03-19 19:44:17.956,142.08000000000004,0.7739,136.32,138.23999999999998,144.00000000000003,7.470898708561435e-05,0.012784663587808609,0.00021236890461295843,0.9502573013305664,0.0005635652923956513,0.03273732215166092,0.0011031321482732892,0.0022669387981295586
b6ad50e1ebacb386,2021-03-19 19:44:17.956,144.0,0.7739,138.24,140.16,145.92,0.0008941926062107086,0.13070198893547058,0.000999408308416605,0.5730633735656738,0.0015771692851558328,0.27146393060684204,0.009608338586986065,0.011691523715853691
b6ad50e1ebacb386,2021-03-19 19:44:17.956,145.92000000000002,0.7739,140.16,142.07999999999998,147.84,0.0005743530346080661,0.05023887753486633,0.0021477045956999063,0.867275059223175,0.0018649912672117352,0.04095081612467766,0.003084061900153756,0.03386411815881729
b6ad50e1ebacb386,2021-03-19 19:44:17.956,147.84000000000003,0.7739,142.08,144.0,149.76000000000002,0.00012324265844654292,0.5756546854972839,0.00017624525935389102,0.21820445358753204,0.00022946862736716866,0.1450975388288498,0.0009219060302712023,0.059592436999082565
b6ad50e1ebacb386,2021-03-19 19:44:17.956,149.76,0.7739,144.0,145.92,151.67999999999998,0.0001348160149063915,0.18988843262195587,0.0006656203768216074,0.7722705602645874,0.0011114899534732103,0.024268701672554016,0.0036175712011754513,0.008042900823056698
b6ad50e1ebacb386,2021-03-19 19:44:17.956,151.68,0.7739,145.92,147.83999999999997,153.6,0.00011902475671377033,0.12044457346200943,0.00036515790270641446,0.8325926065444946,0.0012070420198142529,0.01904280111193657,0.016155272722244263,0.010073453187942505
b6ad50e1ebacb386,2021-03-19 19:44:17.956,153.60000000000002,0.7739,147.84,149.76,155.52,0.0007045350503176451,0.5806844234466553,0.0013716742396354675,0.08017078042030334,0.007572580128908157,0.2669265568256378,0.02411210723221302,0.038457367569208145
b6ad50e1ebacb386,2021-03-19 19:44:17.956,155.51999999999998,0.7739,149.76,151.67999999999998,157.43999999999997,0.00044155895011499524,0.12316443026065826,0.0007526350091211498,0.374111145734787,0.001987937605008483,0.4930345416069031,0.0026480956003069878,0.003859622171148658
b6ad50e1ebacb386,2021-03-19 19:44:17.956,157.44000000000005,0.7739,151.68,153.6,159.36000000000004,4.4173430069349706e-05,0.014220519922673702,4.4864915253128856e-05,0.13134171068668365,8.406140841543674e-05,0.8516675233840942,0.0011011252645403147,0.0014960363041609526
b6ad50e1ebacb386,2021-03-19 19:44:17.956,159.36,0.7739,153.6,155.51999999999998,161.28,0.0003270423330832273,0.11202050745487213,0.0005171386292204261,0.14572539925575256,0.019468406215310097,0.6848710775375366,0.009537782520055771,0.02753259986639023
b6ad50e1ebacb386,2021-03-19 19:44:17.956,161.28000000000003,0.7739,155.52,157.44,163.20000000000002,0.0005385703407227993,0.48006418347358704,0.00020243061590008438,0.23186469078063965,0.0006174810114316642,0.2766350507736206,0.004269127734005451,0.005808405578136444
b6ad50e1ebacb386,2021-03-19 19:44:17.956,163.20000000000005,0.7739,157.44,159.35999999999999,165.12000000000003,0.000551679520867765,0.37210121750831604,0.0022338598500937223,0.023900313302874565,0.0012710208538919687,0.5763027667999268,0.005577924661338329,0.018061259761452675
b6ad50e1ebacb386,2021-03-19 19:44:17.956,165.12,0.7739,159.36,161.28,167.04,0.00015444439486600459,0.08336647599935532,0.00020547308668028563,0.4495528042316437,0.0005807627458125353,0.46418723464012146,0.0008470641914755106,0.0011056986404582858
b6ad50e1ebacb386,2021-03-19 19:44:17.956,167.04000000000002,0.7739,161.28,163.2,168.96,0.000324718130286783,0.03263096883893013,0.0001073251260095276,0.012386644259095192,0.0011770217679440975,0.9490542411804199,0.0029217973351478577,0.0013972794404253364
b6ad50e1ebacb386,2021-03-19 19:44:17.956,168.96000000000004,0.7739,163.2,165.11999999999998,170.88000000000002,0.0013293605297803879,0.16516150534152985,0.0014103654539212584,0.13180233538150787,0.004890820477157831,0.5760629773139954,0.031231669709086418,0.08811092376708984
b6ad50e1ebacb386,2021-03-19 19:44:17.956,170.88,0.7739,165.12,167.04,172.79999999999998,0.00030444259755313396,0.044810786843299866,0.0007621172117069364,0.8622148633003235,0.0009042290621437132,0.08060399442911148,0.007006785832345486,0.003392820945009589
b6ad50e1ebacb386,2021-03-19 19:44:17.956,172.8,0.7739,167.04,168.95999999999998,174.72,0.00019782042363658547,0.5973714590072632,0.004643919877707958,0.01784162037074566,0.002433484885841608,0.3571881353855133,0.0018441767897456884,0.01847933419048786
b6ad50e1ebacb386,2021-03-19 19:44:17.956,174.72000000000003,0.7739,168.96,170.88,176.64000000000001,2.936152850452345e-05,0.023853221908211708,1.6330279322573915e-05,0.08623258024454117,3.835623647319153e-05,0.8893166184425354,0.00037591427098959684,0.00013763918832410127
b6ad50e1ebacb386,2021-03-19 19:44:17.956,176.64,0.7739,170.88,172.79999999999998,178.55999999999997,0.00039893071516416967,0.08093145489692688,0.0004886456881649792,0.08455997705459595,0.0025643815752118826,0.8110762238502502,0.005629404913634062,0.014350853860378265
b6ad50e1ebacb386,2021-03-19 19:44:17.956,178.56000000000006,0.7739,172.8,174.72,180.48000000000005,0.0002381939411861822,0.24013474583625793,0.0003077343571931124,0.05000114068388939,0.00276187970302999,0.6961619257926941,0.004564187023788691,0.005830187816172838
b6ad50e1ebacb386,2021-03-19 19:44:17.956,180.48000000000002,0.7739,174.72,176.64,182.4,0.00021338411897886544,0.8467525243759155,0.0006777883972972631,0.023483125492930412,0.0015031177317723632,0.11507423967123032,0.004543454851955175,0.007752399425953627
b6ad50e1ebacb386,2021-03-19 19:44:17.956,182.39999999999998,0.7739,176.64,178.55999999999997,184.31999999999996,0.0010183693375438452,0.45611152052879333,0.0026581124402582645,0.254547655582428,0.010497047565877438,0.16507607698440552,0.012321395799517632,0.09776973724365234
b6ad50e1ebacb386,2021-03-19 19:44:17.956,184.32000000000005,0.7739,178.56,180.48,186.24000000000004,4.495102621149272e-05,0.08904564380645752,0.0007912614964880049,0.0907909944653511,0.0009506671340204775,0.8145139813423157,0.001511008944362402,0.0023515408392995596
b6ad50e1ebacb386,2021-03-19 19:44:17.956,186.24,0.7739,180.48,182.39999999999998,188.16,0.00011413128231652081,0.03207237645983696,0.0006137326126918197,0.9242352843284607,0.002003171481192112,0.029955163598060608,0.008921284228563309,0.0020847944542765617
b6ad50e1ebacb386,2021-03-19 19:44:17.956,188.16000000000003,0.7739,182.4,184.32,190.08,0.0022778490092605352,0.38441237807273865,0.0024170372635126114,0.44831958413124084,0.006102369632571936,0.06031662970781326,0.020794805139303207,0.07535941898822784
b6ad50e1ebacb386,2021-03-19 19:44:17.956,190.08000000000004,0.7739,184.32,186.23999999999998,192.00000000000003,0.0010398958111181855,0.16090728342533112,0.003430558368563652,0.5559940934181213,0.00281457114033401,0.23247778415679932,0.01693187840282917,0.02640397846698761
b6ad50e1ebacb386,2021-03-19 19:44:17.956,192.0,0.7739,186.24,188.16,193.92,0.0005348919657990336,0.0822383314371109,0.00037536543095484376,0.13552652299404144,0.01000973116606474,0.6956514716148376,0.05850419029593468,0.017159461975097656
b6ad50e1ebacb386,2021-03-19 19:44:17.956,193.92000000000002,0.7739,188.16,190.07999999999998,195.84,0.0001822943304432556,0.035903576761484146,0.00017173033847939223,0.15700621902942657,0.000747708254493773,0.7971396446228027,0.0030575948767364025,0.00579129159450531
b6ad50e1ebacb386,2021-03-19 19:44:17.956,195.84000000000003,0.7739,190.08,192.0,197.76000000000002,0.00011329811241012067,0.009405525401234627,6.177925388328731e-05,0.10005495697259903,0.00018835652736015618,0.8872650265693665,0.0027588014490902424,0.00015224771050270647
b6ad50e1ebacb386,2021-03-19 19:44:17.956,197.76,0.7739,192.0,193.92,199.67999999999998,0.00010820342868100852,0.09451755881309509,0.0007714656530879438,0.8588943481445312,0.004306572023779154,0.03435371071100235,0.0036238112952560186,0.0034243587870150805
b6ad50e1ebacb386,2021-03-19 19:44:17.956,199.68,0.7739,193.92,195.83999999999997,201.6,0.0001239165576407686,0.03234824538230896,0.00016873380809556693,0.2785290777683258,0.0010823006741702557,0.678899347782135,0.005197505932301283,0.0036508271005004644
b6ad50e1ebacb386,2021-03-19 19:44:17.956,201.60000000000002,0.7739,195.84,197.76,203.52,0.0014768330147489905,0.3923059105873108,0.00211877073161304,0.1172073557972908,0.004498238209635019,0.45286309719085693,0.009446639567613602,0.020083101466298103
b6ad50e1ebacb386,2021-03-19 19:44:17.956,203.51999999999998,0.7739,197.76,199.67999999999998,205.43999999999997,0.0009581259218975902,0.2700212895870209,0.00785322766751051,0.2911226749420166,0.004583464935421944,0.32575923204421997,0.014078865759074688,0.08562306314706802
b6ad50e1ebacb386,2021-03-19 19:44:17.956,205.44000000000005,0.7739,199.68,201.6,207.36000000000004,0.00025601781089790165,0.04061255604028702,0.00045660181785933673,0.8744043707847595,0.00033331854501739144,0.07884013652801514,0.0020874273031949997,0.0030095295514911413
b6ad50e1ebacb386,2021-03-19 19:44:17.956,207.36,0.7739,201.6,203.51999999999998,209.28,0.0008749322732910514,0.31666794419288635,0.0024530324153602123,0.49581998586654663,0.006251806393265724,0.15421226620674133,0.014262092299759388,0.009457963518798351
b6ad50e1ebacb386,2021-03-19 19:44:17.956,209.28000000000003,0.7739,203.52,205.44,211.20000000000002,0.0002948418550658971,0.31403160095214844,0.001607980695553124,0.11571850627660751,0.004716080147773027,0.541622519493103,0.004602857865393162,0.017405642196536064
b6ad50e1ebacb386,2021-03-19 19:44:17.956,211.20000000000005,0.7739,205.44,207.35999999999999,213.12000000000003,0.0002949151967186481,0.5335055589675903,0.001011442276649177,0.18903760612010956,0.004506981931626797,0.2560229003429413,0.007161472924053669,0.008459173142910004
